"","sample","Adenine","Adenosine","Adenosine.5.Diphosphoribose","Adipic.acid","Alanine","Allantoin","Anserine","Arginine","Asparagine","Aspartic.acid","Azelaic.acid","Biotin","CAR.12.0","Carnosine","Chenodeoxycholic.acid","Cholic.acid","Ciliatine","cis.4.Hydroxyproline","cis.p.Coumaric.acid","Citrulline","CMP","Corticosterone","Cortisol","Cortisone","Creatine","Cystathionine","Cysteic.acid","Cytidine","Cytidine.2.3.cMP","D.Fucose","Gulonic.Acid.Gamma.Lactone","dAMP","Deoxycytidine","Deoxyuridine","Dihydroxyacetone.phosphate","DL.O.Phosphoserine","Docosahexaenoic.acid","Gluconic.acid","Glucosamine","Glucosamine.6.phosphate","Glucose","Glucose.1.phosphate","Glucuronic.acid","Glutamic.acid","Glutamine","Glutaric.acid","Glutathione","Glycocholic.acid","Guanidinosuccinic.acid","Guanine","Guanosine","Guanosine.5.Monophosphate","Hippuric.acid","Histidine","Hypoxanthine","Indoleacetic.acid","Indolepyruvate","Indoxyl.sulfate","Inosine","Inosine.5.Monophosphate","Itaconic.acid","Ketoleucine","L.Arabitol","Leucine","LL.2.6.Diaminoheptanedioate","Lysine","Maleic.acid","Methionine","Methyl.beta.D.galactoside","Methyl.jasmonate","N.2..Acetyllysine","N.Acetyl.beta.glucosaminylamine","N.Acetyl.D.glucosamine","N.Acetyl.D.tryptophan","N.Acetylalanine","N.Acetylaspartic.acid","N.Acetylcysteine","N.Acetylglutamic.acid","N.Acetylleucine","N.Acetylmethionine","N.Acetylphenylalanine","N.Acetylserine","N.Formylmethionine","N.Methyl.glutamic.acid","NAD.","Nicotinic.acid","Ophthalmic.acid","Ornithine","Orotic.acid","Oxoglutaric.acid","Pantothenic.acid","Phosphoethanolamine","Pimelic.acid","Pterin","Pyridoxal","Quinaldic.acid","Raffinose","Riboflavin","Ribose","X5.Adenosyl.l.Homocysteine","Serine","Shikimic.acid","sn.Glycero.3.phosphate","Sorbitol","Stachyose","Suberic.acid","Succinic.acid","Taurine","Taurolithocholic.acid","Threonine","Thymidine","Thymidine.5.monophosphate","trans.Aconitic.acid","Trehalose","Tryptophan","Tyrosine","UMP","Uracil","Uric.acid","Uridine","Uridine.5.Diphospho.N.Acetylglucosamine","Uridine.5.diphosphoglucose","Urocanic.acid","X10.Hydroxydecanoic.acid","X12.Hydroxy.lauric.acid","X2.4.Dihydroxyacetophenone","X2.Aminobenzoic.acid","X2.Deocytidine.5.monophosphate","X2.deoxyguanosine.5.monophosphate","X3..2.Hydroxyphenyl.propanoic.acid","X3.Dehydroshikimate","X3.Hydroxybutyric.acid","X3.Methyl.pyruvic.acid","X4.Acetamidobutanoic.acid","X4.Hydroxybenzoic.acid","X5.Hydroxy.tryptophan","X5.Hydroxylysine","X5.Oxo.D.proline","X6.Hydroxynicotinic.acid","Xanthine","Xanthosine"
"11","cec_gf_3_F_3",20251.56055,400254.4063,NA,132996.2969,69831.17969,6141271.5,4766.521484,768475.5,502970.75,713903.9375,1379778.125,NA,NA,9711.991211,NA,2565.235352,NA,73521.30469,34854.67578,18431.31836,NA,14367.15039,NA,NA,51124.87891,3623.658447,4650.329102,206972.5469,NA,16534.86328,241402.8594,NA,59068.19922,24263.81641,NA,3953.515137,67499.07031,208274.2813,61780.87109,21489.24609,1094358.125,3202.821045,422357.7188,7415545,925288.75,166111.1094,NA,NA,NA,30215.41797,56854.34766,NA,4538.137207,185147.4688,49255.23047,8833.830078,35523.94531,NA,151644.1094,NA,92949.70313,23255.83203,998711.75,46910.0625,93738.57031,27549.01563,8761.760742,30365.77734,152859.4063,20213.71289,48347.05469,73805.63281,472007.1563,55141.375,1224036,19440.18359,26217.86523,24544.82227,62526.71875,785906.125,25489.12109,356691.5625,27917.16602,43372.48047,NA,8120.936035,180846.0938,61050.67969,75078.42969,3958.776367,22544.7207,NA,65900.95313,6987.858887,225642.9844,77101.75781,240215.0781,3572.401855,NA,3140.66626,697281.1875,384701.75,NA,2579962.75,234390.2188,414373.125,322333.9063,1088269.625,NA,1774160.25,442796.1875,NA,53511.89453,126822.4219,18069.65234,54669.14844,NA,28282.64453,202736.0938,169122.75,NA,NA,2716425,3700.193359,4305.959961,13067.68555,21839.28906,NA,NA,9361.001953,9019.65918,329094.6563,132571,53762.00781,35354.75,3012.108643,5604.011719,521341.8125,22838.77734,431645.5,16910.9043
"12","cec_gf_3_F_4",27290.21484,100284.1641,NA,61973.67969,35839.34766,11235575,6056.599609,785416.125,690112.8125,616929.0625,2405975,3366.318359,NA,18339.37891,NA,NA,NA,95774.80469,49643.30859,25085.9082,NA,269120.625,3219.747314,NA,23314.32813,4828.979492,2739.773438,215108.8906,NA,23818.63672,289183.6563,4514.101074,50317.62109,16606.6582,NA,NA,103745.7734,232285.1094,78751.03125,20981.69727,1105915.375,5204.542969,211064.7188,5708349,1052429.125,129415.5547,3549.244629,NA,2996.201904,55559.08594,56649.99219,NA,6360.182617,167858.375,47807.25781,8262.753906,47025.77344,3244.864014,106460.0078,NA,245407.6875,18927.95313,1495315.125,35808.07813,91754.34375,23852.19336,8838.042969,31089.47852,199370.7188,8964.929688,47435.31641,96001.57031,108041.0469,64134.52344,1255391.125,26427.7832,32184.65234,28630.13477,82895.44531,787928.1875,38815.24609,324159.5,28765.28125,51567.13281,NA,14529.42773,238942.4844,56997.21094,60078.25781,3838.639404,18334.85742,NA,32232.67383,8485.012695,223265.2344,95774.88281,241058.2813,NA,NA,3453.083984,893767.25,423304.5313,NA,2922824.5,147830.9375,496965.3438,306891.5,502935.0938,2760.087646,2345450.25,348072.2813,NA,86819.77344,150779.5781,19521.77539,50894.85156,NA,40244.33984,243071.6563,122818.1094,NA,NA,3616551.5,3149.087646,3550.397461,29629.78516,21456.44141,NA,NA,9167.750977,12693.80957,282708.25,131155.2188,82566.39063,41464.29688,2850.853271,5438.928711,712942.4375,26693.44922,274625.75,13456.20117
"13","cec_gf_3_M_1",18782.9668,150494.7031,NA,44565.77344,46143.91406,5136046.5,4262.583496,1099733.25,793301.75,645330.875,1630802.625,NA,NA,13436.49609,NA,2892.143066,NA,83472.625,57823.46484,35585.14844,NA,145725.3281,2808.485352,NA,32378.2168,4392.458008,4827.191895,153647.9063,NA,14926.13965,249003.5625,NA,43641.77734,12949.50098,NA,NA,182821.5,82354.80469,43901.06641,11257.0498,1208735.5,4229.293945,142739.1875,6082881,1452723.75,128105.2813,NA,NA,NA,37294.86328,64096.73047,NA,5558.683594,263783.7813,57762.03906,6825.476563,28203.68164,2924.15332,163082.5,NA,160686.6406,19981.11719,1365382.625,39495.29297,93346.33594,32266.73438,9449.453125,45712.20703,137390.8125,8009.499512,52759.96875,73313,153225.125,45864.98828,1157008.25,21200.87109,20326.50195,20805.69531,57026.91016,655564.125,17995.64063,272072.6563,20642.15234,38659.11719,NA,17465.72852,180509.6875,97190.74219,26133.15625,4408.812988,15342.91504,NA,21103.24023,NA,138566.8906,68405.17188,199631.2344,3762.645996,NA,3534.950684,1020914.5,438211.4375,NA,2024091.25,134024.5781,281053.0313,281544.1563,771015.8125,NA,2297058.75,319847.9063,NA,70295.6875,86020.5625,26316.41797,67748.91406,NA,42134.50391,193204.7656,130287.1016,NA,NA,2613096.75,5096.261719,NA,31509.32422,17331.85742,NA,NA,6604.618164,6798.43457,212376.6719,139905.9531,48291.71875,32209.9082,2500.879883,6601.34668,726404.5625,22542.05469,264551.8125,12862.55957
"14","cec_gf_3_M_2",24438.44141,104613.4609,NA,60314.33203,57123.78125,5596994,4654.525879,1010305.063,747901.125,441288.1875,1155345,NA,NA,13689.82227,NA,NA,NA,93072.80469,62401.67188,29231.9375,NA,144488.9844,3453.880615,NA,40736.15234,2705.818848,2636.018799,161876.5938,NA,16393.41602,241165.9219,NA,38888.89453,14210.46582,NA,NA,155591.1719,81780.0625,35454.26953,18887.125,683528.625,3112.617432,134533.0781,4763942.5,1270156.875,150214.6094,NA,NA,NA,34727.67969,53741.09766,NA,5614.571289,207537.2969,47857.03906,4257.596191,28355.5957,NA,134832.5,NA,126332.9141,24030.78516,1157690.375,49247.8125,66484.49219,23678.32422,9548.692383,35896.08984,128788.1172,3601.989258,44552.64063,45862.12109,118831.7891,60231.66797,1043633.375,18597.66016,14810.56348,21926.94141,52083.66016,605779.9375,17975.11914,282399.5,22594.00586,24957.92188,NA,19731.04688,151072.8281,84302.78906,24118.66797,2603.304932,15615.29492,NA,18043.21094,NA,102713.6641,77934.33594,164155.8594,NA,NA,2717.955078,802566.875,374578.6563,NA,1605083.25,102458.9922,227496.1094,244764.1875,574798.9375,NA,2136653.25,316754.9063,NA,54879.62891,84275.07813,22988.41797,71813.46875,NA,25536.29492,174333.7344,121749.2422,NA,NA,2691009.25,7871.49707,6680.870117,28396.48242,16837.06836,NA,NA,6423.632324,5781.687012,723216.3125,90663.41406,53937.32422,36591.17578,NA,5592.526855,755787.0625,23590.29492,475942.5625,19272.1543
"15","cec_gf_3_M_3",18604.66992,110095.7266,NA,43124.92578,53293.30859,8228805,3802.753662,687465.5625,301807.6875,390480.1875,1217177.5,NA,NA,9786.212891,NA,NA,NA,57970.55078,31653.90234,8776.594727,NA,37954.04297,NA,NA,40446.18359,4103.615723,2728.966797,195881.8281,NA,16781.24219,324434.8125,NA,54134.92188,28594.87109,NA,NA,129674.4844,121662.7656,50877.88672,22643.92383,848491.0625,3507.518555,188336.25,4036354.5,510156.3438,124846.875,NA,NA,4600.04541,46742.34766,72493.13281,NA,4851.382324,114776.7656,68293.60156,6846.371094,35237.11328,2756.079834,163370.4844,NA,117379.7188,16987,1464636.875,32338.82813,72826.09375,15830.14941,6471.512207,30013.44336,144735.5313,11729.3623,58098.33594,59521.39453,111936.3359,64186.3125,1052996.875,22029.88672,20352.00391,22226.10156,55047.32813,613042.0625,19972.65039,325262.625,23075.37109,39168.05078,NA,10971.46875,171444.0781,49419.02734,29392.87695,2769.783936,16320.91602,NA,16600.09961,5454.675781,169496.1563,63516.60156,200348.3281,2805.844971,NA,2860.009521,401697.7813,454507.2188,NA,2596124.5,118171.1875,285221.125,204815.8125,663998.75,NA,850967.6875,385941.7813,NA,54085.44922,111360.7891,14980.99316,48181.125,NA,42785.01953,265034.375,214765.2656,NA,NA,2256158.75,4300.59375,NA,26270.57617,17548.17773,NA,NA,9037.280273,8206.251953,182790.0938,115736.4453,48563.19531,23221.125,3417.259521,4570.689453,492218.5,25350.64453,648267.125,35369.89063
"16","cec_gf_3_M_4",18316.50781,131794.9375,NA,51140.13281,70408.71875,6276754.5,5017.35498,967297.3125,518331.875,576208.5,1279571.25,NA,NA,9992.517578,NA,3127.052734,NA,85958.83594,71240.02344,16612.67188,NA,32449.98828,3136.633057,NA,51343.54297,3355.576904,3868.226074,154784.0469,NA,16800.0332,296371.2188,2655.987793,67189.07031,22517.26953,NA,2712.560059,185484.25,129309.6719,47460.54297,24063.42969,937050.5625,4930.288574,175696.9688,5176961.5,904476.1875,139162.2188,NA,NA,NA,37517.26563,72096.60938,NA,6993.346191,181229.0313,96173.45313,6291.562012,28365.47656,NA,190995.8125,NA,136109.4688,25148.46094,1240068,52012.02734,87600.26563,23404.51758,10292.10547,51452.25,108688.5781,6212.501465,37583.67969,72440.875,139798.3281,51291.37891,1206421,25039.55859,20497.43945,23441.875,49062.49219,670580.5,17535.46289,344585.4063,26672.5918,37006.83203,NA,21310.20508,197336.8594,75184.42969,23296.12109,2677.874756,19454.33984,NA,20089.72852,5430.234375,128667.3047,68738.89063,222566.2188,NA,NA,3911.758301,776211.125,568124.5,NA,2049378.25,99355.85938,290392.4063,304137.1875,742493.25,NA,1704558,460291.9688,NA,60019.53516,120560.5625,25697.68945,72557.28906,NA,55645.96484,261559.3594,160941.8594,NA,NA,2447564.75,7851.606445,5688.25,30812.97852,22311.47852,NA,NA,8780.917969,7683.669434,734936.375,127882.1016,45679.66016,39869.42578,2647.079346,4604.388184,613627.0625,22017.35156,554727.4375,20231.4375
"17","cec_gf_8_F_1",17074.75391,326061.375,NA,48593.39453,75045.21094,2960530.25,6219.39502,2864317,2031427.75,531740.5,945114.875,NA,NA,16200.33301,NA,NA,NA,134915.375,45021.5,51208.10156,NA,384325.3438,3114.935303,NA,45706.58984,4227.540039,3764.617676,172246.0781,NA,13165.17188,203177.8906,NA,38656.98047,214363.6406,NA,3117.414795,108997.4141,131033.4297,37208.49219,24262.70703,1039359.938,NA,133354.3125,8588929,4413616,105415.7266,NA,NA,2501.183105,39818.48438,586277.5625,NA,5308.896484,1007006.875,404246.1875,10742.00293,27733.11719,3114.048828,1162457.125,NA,40243.90234,21486.55664,1181032.25,197423.7656,176919.5156,127194.4844,7066.710449,142746.1094,151666.2031,27823.97461,142059.9063,137993.2344,51461.15625,62038.26953,949583.3125,17849.53906,19728.64258,24730.10742,51394.25,772543.0625,13390.4082,404012.8438,33658.69922,30724.93359,NA,10385.93164,183066.7656,223818.4531,8289.668945,4178.755859,24686.69922,NA,25085.58984,3197.061523,201056.3594,94150.92969,226620.0781,NA,NA,3518.133057,2799004.25,485797.1563,NA,2988052.25,198879.6875,216380.6094,237327.9688,805475.625,NA,7090213,593948.25,NA,33805.37891,107924.8438,85380.54688,325683.3438,3665.929688,207088.8125,283986.8125,1423225.625,NA,NA,267947.1875,7803.252441,2640.268066,13558.38281,18736.52148,NA,NA,8980.807617,6645.005371,115924.9219,131516.1719,38855.5,17507.26563,2592.419922,12850.97559,734889.875,22472.17969,1947227.25,79108.22656
"18","cec_gf_8_F_2",24835.83789,241122.9219,NA,41177.61719,62377.17578,3866351.25,9091.785156,2313125.25,1828108,531608.4375,2200665.25,NA,NA,17025.83398,NA,2752.510742,NA,130763.3047,49190.05859,53332.64453,NA,509510.625,3484.332764,NA,44883.52344,5646.040039,4139.104492,189086.3281,NA,15591.44629,189940.625,NA,45197.03906,176767.6094,NA,5245.809082,67664.39063,173729.9844,43428.21875,22516.44531,1515180.25,2920.663818,130360.7266,8926594,3587163.5,96244.3125,NA,NA,2528.17334,34209.30859,414090.8438,NA,4873.714355,765064.1875,321956.9063,9157.123047,36809.88281,NA,865932.1875,NA,50440.99609,22766.80078,1171593,147443.6406,134170.6719,78382.58594,6189.851074,103247.6875,177304.7656,22605.4375,130079.875,112548.7266,47679.61328,50461.83984,1056476.25,19028.38281,20985.47461,26105.06641,63089.02734,787601.5,15471.61816,384928.9375,32245.53125,37944.84375,NA,11061.21875,196323.5938,182587.4375,7062.01709,3481.929688,24449.98633,NA,24384.37891,6527.061523,251597.4688,84156.07031,204187.25,NA,NA,7490.0625,2565498.5,439436.4063,NA,4031971.25,191926.375,444720.375,221213.3438,878140.25,NA,6387542.5,493818.5938,NA,36005.31641,89883.29688,69492,228521.5469,NA,92716.97656,237155.5781,1108049.875,NA,NA,356146.2188,NA,NA,18068.44141,21948.79688,NA,NA,7970.669922,8124.388672,112648.0313,171276.6406,44691.28125,18046.7793,3165.355469,9116.666016,787382,25696.45117,1427484.75,42417.76172
"19","cec_gf_8_F_3",22475.86914,313431.2813,NA,82380.71094,72368.32813,2967237.75,8497.077148,2275350.75,1754503,583498.75,981144.0625,3133.416992,NA,18170.71484,NA,NA,NA,157142.9688,54841.47656,65338.87109,NA,338760.2813,3377.878174,NA,47189.23438,3757.915527,2686.114014,186974.875,NA,12643.45508,167908,NA,34919.72266,211664.0313,NA,NA,44374.89453,202115.0156,33682.86719,27553.77734,1385676.25,NA,155566.6094,10091002,3551793,101881.4297,NA,NA,NA,45480.34375,563280,NA,4471.929688,812552.5625,404666.3125,11422.00781,31919.22852,NA,1133834.875,NA,50546.79297,17139.44336,1166023.5,131125.5469,140201.5,71420.41406,6700.361328,100482.9922,183862.1719,56956.22266,132929.7188,129798.2656,52752.62109,61070.60938,920655.6875,20313.92773,19726.61328,28515.31641,54684.70313,759356.25,13484.26074,447477.125,38027.64844,33341.57422,NA,8558.494141,201071.1719,176861.1719,6976.841797,4013.912598,25335.13086,NA,40857.36719,5741.937012,222072.8438,101148.4609,231348.3594,3019.27832,NA,2820.465332,2250494.75,406353.6875,NA,4095653,180544.0156,367422.375,207156.5625,1114939.25,NA,6509182.5,569983.875,NA,31767.21094,94531.72656,70841.05469,218394.0313,NA,107140.9219,281880.9063,1426945.625,NA,NA,200834.7031,NA,3650.976074,13417.38477,23290.60352,NA,NA,6887.008789,9454.289063,108150.1719,151453.5469,45298.02734,22554.24219,4095.195068,9672.858398,772166,23110.28125,1781134.125,79437.67188
"20","cec_gf_8_F_4",17452.14453,249191.0781,NA,51001.28906,79856.50781,4011444,11142.62695,2231049,1730071.75,544470.75,2157513.25,2953.875244,NA,15566.26953,NA,3200.815918,NA,137479.5313,46248.36719,43562.93359,NA,300731.875,3558.945068,NA,54416.26953,4518.674805,3184.312256,187981.8906,NA,15004.5293,169053.4688,NA,43003.68359,181048.3594,NA,NA,62555.51953,196926.5156,43649.40625,25358.49805,1356173.75,2703.654053,151642.1563,8284355.5,3422117.25,84431.04688,NA,NA,3274.36499,45700.1875,489265.4375,NA,3760.56543,709884.5625,351552.7813,9367.555664,36388.02734,NA,938768.5625,NA,43213.66797,22063.02734,1124684.75,126821.8516,152486.0938,69476.97656,5885.796387,93753.51563,161204.5,29451.20313,121757.2188,116120.0547,49517.44922,49721.07031,944335.5,18364.02539,21160.49219,23844.41797,55429.39453,741481.8125,13828.52734,379010.0313,31629.99414,35036.875,NA,9253.142578,200386.5313,171881.4844,8189.21582,4051.328125,25161.45508,NA,27660.65234,4803.96582,220154.2344,97193.88281,203720.8594,4211.884766,NA,4075.911621,2391585.25,425993.125,NA,3887263.5,192459.7656,497774.3438,204189.1406,958937.3125,NA,5716407,500835.2813,NA,31479.16016,88957.16406,58552.375,224955.5625,NA,106277.6328,226989.6094,1223435.125,NA,NA,280005.6875,3430.831787,2837.617188,15404.43555,25118.47656,NA,NA,8396.336914,9356.442383,122099.3672,165363.8594,39981.92969,17167.62891,3473.513672,10069.45215,738663.875,21470.05859,1669276.25,46335.22266
"21","cec_gf_8_M_1",25993.45313,260737.1094,NA,48796.33984,61065.75,3707020.25,7020.367676,3529746.75,2889838.75,615969.9375,1785819,NA,NA,14056.88281,NA,3803.363037,NA,208687.75,71286.17969,66286.8125,NA,196854.7969,2617.914795,NA,40703.29688,5746.789063,4850.000488,188601.3906,NA,12351.91309,192712.2031,NA,48049.57031,137098.4219,NA,NA,65793.94531,100107.0078,34168.73828,21536.04297,1196664.5,2633.639893,129218.2188,10358513,6137468,90335.10156,NA,NA,2635.937744,60108.97266,460742.0938,NA,4704.756836,1407680.875,350328.5625,8246.482422,33514.14063,3523.383057,905697.9375,NA,92926.96094,30443.04297,1244840,313556.0938,170599.9063,131782.9531,7444.207031,277695.625,153204.125,12010.09961,176103.1406,143906.8125,47700.83594,56329.17969,1173449.875,23837.41016,54060.51953,29356.82617,58674.36328,806808.5625,20256.41016,469766.0625,36917.6875,25014.8457,NA,13104.14941,209721.5938,254535.3594,14805.38867,4508.812012,25563.99414,NA,17287.89844,NA,153963.3594,85258.61719,217521,3998.77832,NA,4090.678223,3919275.75,443571.125,NA,2899671.25,155905.7344,270370,315730.4063,599480.0625,NA,9114914,453509.4063,NA,33079.69922,128519.75,157925.5938,507824.3125,3044.468506,210112.7656,291153.5313,954268.1875,NA,NA,320986.125,3380.710205,5432.682129,21203.76563,21042.5625,NA,NA,8069.599609,7881.362305,76943.26563,135434.1719,46442.53125,20354.00781,4090.634277,10181.95801,1113952.125,20358.26758,1812993,59189.84375
"22","cec_gf_8_M_2",22078.56836,238191.7656,NA,34633.4375,77284.0625,3301331.25,7614.205078,2130120.25,1876618.125,432673.4063,1409807.25,NA,NA,11791.85645,NA,NA,NA,168463.6406,45503.58203,58766.44922,NA,138061.2969,2658.56958,NA,52675.28125,3787.436523,3474.259766,202046.9219,NA,11670.85156,206784.9844,NA,38198.51172,166432.4219,NA,NA,65499.75391,139129.3281,36702.02344,21424.22656,1293445.5,NA,161750.1563,8368133.5,3648390.5,85267.3125,NA,NA,NA,37819.8125,492006.8438,NA,3998.344971,703892.625,344312.375,11074.16211,33277.30469,NA,906175.75,2502.855957,42741.02344,18491.76563,1173162.25,108326.1328,119084.6172,60009.15625,5929.631836,89543.53125,150448.5156,18520.11719,121270.0313,100365.2422,49550.87891,58700.83594,940159,22769.35156,35673.30859,31190.07422,53495.09766,706276.75,16868.49609,446491.3125,34057.92188,36009.28516,NA,8251.429688,209292.8906,162272.7656,11079.5166,3382.948975,21589.24414,NA,20627.08008,4691.535645,214149.7813,103972.1563,215007.7969,3569.459717,NA,NA,2200352,386027.3438,NA,4264774,185233.75,367983.6563,171596.2969,947613.875,NA,6131061,494991.1563,NA,33334.03906,100438.7109,52077.72656,228292.6094,NA,91187.24219,257678.4219,1151193,NA,NA,320012.875,NA,NA,16568.24219,20000.90234,NA,NA,5962.944824,7074.009277,92914.67188,137433.625,42533.3125,16698.22656,4665.227051,10846.41211,809357.9375,21732.04102,1805667.25,70526.3125
"23","cec_gf_8_M_3",20994.06641,199232.3438,NA,37125.96875,61655.67578,2626996.75,4571.233398,1681597.25,1413687,292879.25,1057738.875,NA,NA,7887.436523,NA,NA,NA,102424.75,38123.27734,31375.27344,NA,227470.2188,NA,NA,39160.35938,3120.228027,3088.412598,153362.2031,NA,10494.81934,146650.7813,NA,33869.50391,107243.8359,NA,NA,129964.8516,69987.84375,25930.4043,15037.20605,999518,NA,114948.9297,5312466.5,2840497.75,80739.58594,NA,NA,NA,29588.07813,324441.25,NA,3056.368652,510516.7813,266191.75,7508.429199,23145.06445,2511.543701,737378.25,NA,39840.79297,20108.33008,874378.1875,91859.95313,96116.92188,48297.03516,5585.355469,75901.28125,108589.0234,12062.35156,91057.6875,61780.125,34997.67578,40071.52734,833500.0625,15561.7373,33702.01172,22353.10547,41799.41797,526192.5625,14303.57617,296839.5625,24283.15234,27503.37109,NA,9706.446289,119583.3594,123907.7266,10911.38672,2500.190186,17480.52148,NA,16617.67188,3723.70459,141412.625,68251.36719,151255.0156,NA,NA,3755.700928,1757732,282607.5625,NA,2881433,141680.1563,245354.0625,174027.2188,710380.8125,NA,3711514.5,352868.2188,NA,22742.45898,73622.58594,65003.71875,177814.3438,NA,138588.2031,206049.75,711598.125,NA,NA,293834.5625,3308.746826,NA,11213.4248,14595.35938,NA,NA,7445.400879,6131.018555,131843.2188,112101.0625,34338.72266,16365.27539,3059.241699,7768.313477,716099.6875,25305.46094,1188068.75,48128.00391
"24","cec_gf_8_M_4",20430.84961,165710.7344,NA,35912.69141,52872.9375,2943102.5,5855.85791,2016440.375,1536078.25,275282.0625,1531314.75,NA,NA,10098.9541,NA,NA,NA,118638.0391,36283.33984,38983.59766,NA,289381.5625,2925.542969,NA,39474.57813,2520.720703,2529.018555,143041.75,NA,9507.774414,165261.2188,NA,31873.29492,84028.96875,NA,NA,104888.3438,50641.88672,23438.86523,15839.54883,1184801.125,NA,100776.9297,5345794.5,3512658.25,80745.77344,NA,NA,NA,40354.96094,358341.7188,NA,3509.572998,626404.75,289075.0313,5578.595215,30569.62305,2874.360107,676372.75,NA,54801.22656,24528.07813,942129.625,161674.1406,91345.92188,59565.75781,6835.830078,127889.5781,112903.2422,22226.19922,92925.29688,65070.78516,34718.02734,40669.05469,836881.8125,17328.52539,33686.13281,19809.16211,41697.95313,575953,16319.64063,299282.0625,27275.15234,23755.55859,NA,9982.467773,109148.625,166335.125,8617.512695,2944.739014,17665.43164,NA,13100.38867,NA,115589.1953,66397.35156,140529.5781,2576.462891,NA,NA,2024370.375,327968.4375,NA,2222736.25,113886.3984,268440.5313,161751.9063,556597.875,NA,4117990.5,315682.6875,NA,24327.92969,79347.14063,90247.17188,233903.2344,NA,132148.9219,216751.0156,797081.125,NA,NA,317789.25,6481.538086,5185.648438,19443.11328,14685.24707,NA,NA,7218.963867,4888.824707,82247.19531,123830.3047,35851.90234,15845.31641,2641.49707,7203.351563,886789.8125,22465.10938,1406181.125,51259.57813
"25","cec_sdm_12_F_1",793803.125,65558.53906,NA,221096.7813,542008.3125,4849873,18458.86523,368001.4063,55300.02734,534948.1875,3324082,20167.16602,23373.38086,18997.04883,17400.50195,405857.9375,21056.9375,368241.8438,40751.19531,176342.5625,NA,446632.875,6320.282715,2991.257324,433088.1563,NA,8530.749023,119951.0234,NA,934401.0625,479953.2813,3165.16333,12075.5332,38667.94141,NA,9560.091797,9946.956055,8455.191406,61674.5,9016.96582,771699.5625,5240.586914,26287.74023,25372416,357351.25,420092.9063,NA,4225.84668,NA,30527.66016,67625.25,NA,4117.436035,88340.54688,3968614.5,4325.614746,50625.19141,3350.817627,1932463.75,3672.250488,30077.73242,426050.4375,590578,108771.5078,138606.8125,17108.0918,145378.0156,292810.125,64314.21094,53852.74219,85186.78125,53909.29297,64127.10547,64637.75,230193.5781,338158.7188,17391.74609,1669934.875,478811.9375,1949549.875,128473.4453,439749.625,191851.2031,30500.67969,NA,1651318.75,49804.67188,27035.25781,5175.308594,127876.7031,131583.4219,NA,265222.9375,4769.738281,359708.0938,79759.42188,3066.839355,6925.682129,NA,NA,147954.8906,24160.1543,NA,1424097,4248.149414,881643.875,12238320,24311614,NA,414439.4063,312335.1563,5089.400879,54505.09375,15546.5957,158093.5781,83537.74219,NA,1612539,42675.64453,906765.25,NA,NA,481081.1563,8612.104492,9787.773438,40155.96484,24132.33398,NA,NA,12031.125,20259.63086,129327.5781,89996.07031,133185.6563,305418.0938,5555.894043,68757.24219,15680184,229698.5938,1709166.375,30348.86133
"26","cec_sdm_12_F_2",970422.375,167455.2813,NA,225682.1719,579974.875,5877493,18143.37305,475488.9688,111731.2891,590413.8125,2447009,14706.74316,20283.76563,30250.09961,76367.6875,702707.4375,26310.25977,433285.5625,68456.35156,134134.9375,NA,176543.4688,8863.744141,NA,427662.8438,2619.813232,4412.9375,126396.3828,NA,1033727.875,579520.75,NA,27701.82422,62535.19531,NA,14217.48438,17977.88086,10136.87402,84281.14844,6015.276367,932526.6875,4100.235352,28894.07617,25121846,445612.6875,640789.8125,NA,NA,NA,38774.92969,68062.3125,NA,5185.356445,101759.2969,5243329,5546.192871,53087.76563,NA,2023206.5,5396.90918,39512.20313,233564.9688,690694.4375,101955.1797,162814.6406,22455.29297,142146.2813,268293.375,66886.84375,27370.08398,97614.75781,70297.66406,62524.33203,69222.29688,172746.7188,413225.3438,21869.46875,2102938.5,533463.1875,1820252.125,121477.6328,479297.125,172801.875,39755.9375,NA,1628314.5,55010.61328,37991.86719,4113.384277,14456.61816,116214.6406,NA,265374.1875,6035.514648,461138.625,90541.20313,3676.510986,9516.235352,2559.587646,4054.525635,203031.9375,26825.73633,NA,1600762.25,4233.016113,857730.5625,15277366,30266256,NA,552976.8125,460286.875,2913.411621,61194.50391,14127.16895,163249.5469,83634.57813,3386.197754,1085288.5,42835.28516,972011.0625,NA,NA,532526.1875,6693.815918,9334.782227,46755.5,30183.14648,NA,NA,14779.60352,21033.87695,167914.8438,129160.2891,138654.2188,417063.0938,3694.490234,88871.48438,18756226,269997.8125,2096784.25,27958.40625
